female,day,line,offspring,treatment,pop,obs
87,W6,M315,84,single,wild,O1478
117,W6,M703,88,single,wild,O1479
25,W6,M239,89,single,wild,O1480
115,W6,M596,90,single,wild,O1481
65,W6,M395,92,single,wild,O1482
11,W6,M900,98,single,wild,O1483
9,W6,M703,99,single,wild,O1484
63,W6,M315,100,single,wild,O1485
47,W6,M900,102,single,wild,O1486
53,W6,M395,105,single,wild,O1487
21,W6,M703,107,single,wild,O1488
27,W6,M315,109,single,wild,O1489
71,W6,M900,109,single,wild,O1490
101,W6,M395,109,single,wild,O1491
7,W6,M596,112,single,wild,O1492
51,W6,M315,112,single,wild,O1493
69,W6,M703,112,single,wild,O1494
43,W6,M596,114,single,wild,O1495
17,W6,M395,115,single,wild,O1496
59,W6,M900,116,single,wild,O1497
37,W6,M239,117,single,wild,O1498
31,W6,M596,119,single,wild,O1499
113,W6,M395,119,single,wild,O1500
55,W6,M596,120,single,wild,O1501
103,W6,M596,121,single,wild,O1502
81,W6,M703,122,single,wild,O1503
119,W6,M900,122,single,wild,O1504
77,W6,M395,125,single,wild,O1505
3,W6,M315,129,single,wild,O1506
13,W6,M239,132,single,wild,O1507
99,W6,M315,134,single,wild,O1508
109,W6,M239,134,single,wild,O1509
97,W6,M239,136,single,wild,O1510
85,W6,M239,142,single,wild,O1511
35,W6,M900,144,single,wild,O1512
39,W6,M315,145,single,wild,O1513
19,W6,M596,148,single,wild,O1514
1,W6,M239,149,single,wild,O1515
75,W6,M315,149,single,wild,O1516
15,W6,M315,155,single,wild,O1517
107,W6,M900,162,single,wild,O1518
90,W6,M395,4,rival,wild,O1519
26,W6,M239,12,rival,wild,O1520
108,W6,M900,36,rival,wild,O1521
56,W6,M596,57,rival,wild,O1522
62,W6,M239,70,rival,wild,O1523
10,W6,M703,71,rival,wild,O1524
106,W6,M703,77,rival,wild,O1525
74,W6,M239,78,rival,wild,O1526
100,W6,M315,78,rival,wild,O1527
34,W6,M703,84,rival,wild,O1528
76,W6,M315,87,rival,wild,O1529
68,W6,M596,88,rival,wild,O1530
18,W6,M395,92,rival,wild,O1531
86,W6,M239,92,rival,wild,O1532
72,W6,M900,96,rival,wild,O1533
116,W6,M596,97,rival,wild,O1534
96,W6,M900,98,rival,wild,O1535
112,W6,M315,98,rival,wild,O1536
46,W6,M703,103,rival,wild,O1537
114,W6,M395,103,rival,wild,O1538
20,W6,M596,104,rival,wild,O1539
8,W6,M596,106,rival,wild,O1540
92,W6,M596,107,rival,wild,O1541
24,W6,M900,108,rival,wild,O1542
118,W6,M703,109,rival,wild,O1543
64,W6,M315,110,rival,wild,O1544
6,W6,M395,112,rival,wild,O1545
4,W6,M315,113,rival,wild,O1546
52,W6,M315,113,rival,wild,O1547
28,W6,M315,114,rival,wild,O1548
80,W6,M596,114,rival,wild,O1549
84,W6,M900,118,rival,wild,O1550
44,W6,M596,121,rival,wild,O1551
88,W6,M315,121,rival,wild,O1552
2,W6,M239,122,rival,wild,O1553
58,W6,M703,123,rival,wild,O1554
102,W6,M395,123,rival,wild,O1555
16,W6,M315,124,rival,wild,O1556
120,W6,M900,126,rival,wild,O1557
98,W6,M239,128,rival,wild,O1558
40,W6,M315,129,rival,wild,O1559
60,W6,M900,129,rival,wild,O1560
22,W6,M703,130,rival,wild,O1561
94,W6,M703,130,rival,wild,O1562
70,W6,M703,131,rival,wild,O1563
32,W6,M596,132,rival,wild,O1564
42,W6,M395,132,rival,wild,O1565
54,W6,M395,132,rival,wild,O1566
12,W6,M900,133,rival,wild,O1567
82,W6,M703,138,rival,wild,O1568
38,W6,M239,145,rival,wild,O1569
30,W6,M395,146,rival,wild,O1570
110,W6,M239,148,rival,wild,O1571
48,W6,M900,149,rival,wild,O1572
78,W6,M395,156,rival,wild,O1573
50,W6,M239,162,rival,wild,O1574
14,W6,M239,163,rival,wild,O1575
36,W6,M900,171,rival,wild,O1576
23,W7,M900,0,single,wild,O1577
31,W7,M596,2,single,wild,O1578
57,W7,M703,8,single,wild,O1579
33,W7,M703,23,single,wild,O1580
51,W7,M315,24,single,wild,O1581
61,W7,M239,25,single,wild,O1582
9,W7,M703,26,single,wild,O1583
79,W7,M596,27,single,wild,O1584
103,W7,M596,35,single,wild,O1585
3,W7,M315,50,single,wild,O1586
101,W7,M395,50,single,wild,O1587
37,W7,M239,55,single,wild,O1588
5,W7,M395,71,single,wild,O1589
47,W7,M900,72,single,wild,O1590
45,W7,M703,77,single,wild,O1591
11,W7,M900,81,single,wild,O1592
75,W7,M315,81,single,wild,O1593
89,W7,M395,84,single,wild,O1594
43,W7,M596,89,single,wild,O1595
55,W7,M596,92,single,wild,O1596
25,W7,M239,93,single,wild,O1597
41,W7,M395,94,single,wild,O1598
117,W7,M703,95,single,wild,O1599
59,W7,M900,97,single,wild,O1600
115,W7,M596,97,single,wild,O1601
29,W7,M395,102,single,wild,O1602
95,W7,M900,102,single,wild,O1603
73,W7,M239,103,single,wild,O1604
27,W7,M315,104,single,wild,O1605
65,W7,M395,104,single,wild,O1606
7,W7,M596,106,single,wild,O1607
71,W7,M900,113,single,wild,O1608
77,W7,M395,116,single,wild,O1609
39,W7,M315,117,single,wild,O1610
69,W7,M703,117,single,wild,O1611
17,W7,M395,119,single,wild,O1612
21,W7,M703,120,single,wild,O1613
97,W7,M239,123,single,wild,O1614
113,W7,M395,124,single,wild,O1615
13,W7,M239,128,single,wild,O1616
87,W7,M315,129,single,wild,O1617
19,W7,M596,130,single,wild,O1618
119,W7,M900,130,single,wild,O1619
99,W7,M315,131,single,wild,O1620
85,W7,M239,133,single,wild,O1621
107,W7,M900,136,single,wild,O1622
81,W7,M703,138,single,wild,O1623
105,W7,M703,138,single,wild,O1624
53,W7,M395,144,single,wild,O1625
67,W7,M596,147,single,wild,O1626
93,W7,M703,147,single,wild,O1627
109,W7,M239,151,single,wild,O1628
15,W7,M315,157,single,wild,O1629
1,W7,M239,158,single,wild,O1630
63,W7,M315,165,single,wild,O1631
35,W7,M900,166,single,wild,O1632
32,W7,M596,2,rival,wild,O1633
26,W7,M239,3,rival,wild,O1634
118,W7,M703,6,rival,wild,O1635
84,W7,M900,23,rival,wild,O1636
100,W7,M315,37,rival,wild,O1637
10,W7,M703,44,rival,wild,O1638
24,W7,M900,56,rival,wild,O1639
42,W7,M395,73,rival,wild,O1640
110,W7,M239,75,rival,wild,O1641
112,W7,M315,75,rival,wild,O1642
56,W7,M596,76,rival,wild,O1643
94,W7,M703,80,rival,wild,O1644
18,W7,M395,84,rival,wild,O1645
76,W7,M315,84,rival,wild,O1646
64,W7,M315,86,rival,wild,O1647
34,W7,M703,89,rival,wild,O1648
70,W7,M703,90,rival,wild,O1649
12,W7,M900,96,rival,wild,O1650
92,W7,M596,98,rival,wild,O1651
8,W7,M596,99,rival,wild,O1652
120,W7,M900,99,rival,wild,O1653
114,W7,M395,100,rival,wild,O1654
28,W7,M315,101,rival,wild,O1655
68,W7,M596,103,rival,wild,O1656
88,W7,M315,105,rival,wild,O1657
58,W7,M703,107,rival,wild,O1658
54,W7,M395,111,rival,wild,O1659
80,W7,M596,111,rival,wild,O1660
46,W7,M703,112,rival,wild,O1661
106,W7,M703,112,rival,wild,O1662
20,W7,M596,115,rival,wild,O1663
50,W7,M239,116,rival,wild,O1664
82,W7,M703,117,rival,wild,O1665
52,W7,M315,118,rival,wild,O1666
60,W7,M900,118,rival,wild,O1667
44,W7,M596,122,rival,wild,O1668
4,W7,M315,124,rival,wild,O1669
48,W7,M900,125,rival,wild,O1670
102,W7,M395,125,rival,wild,O1671
108,W7,M900,127,rival,wild,O1672
40,W7,M315,128,rival,wild,O1673
72,W7,M900,131,rival,wild,O1674
86,W7,M239,132,rival,wild,O1675
16,W7,M315,133,rival,wild,O1676
96,W7,M900,135,rival,wild,O1677
2,W7,M239,137,rival,wild,O1678
36,W7,M900,137,rival,wild,O1679
14,W7,M239,138,rival,wild,O1680
62,W7,M239,138,rival,wild,O1681
116,W7,M596,138,rival,wild,O1682
90,W7,M395,139,rival,wild,O1683
38,W7,M239,145,rival,wild,O1684
6,W7,M395,149,rival,wild,O1685
74,W7,M239,153,rival,wild,O1686
78,W7,M395,155,rival,wild,O1687
30,W7,M395,161,rival,wild,O1688
89,W8,M395,59,single,wild,O1689
33,W8,M703,55,single,wild,O1690
79,W8,M596,29,single,wild,O1691
101,W8,M395,21,single,wild,O1692
59,W8,M900,24,single,wild,O1693
17,W8,M395,34,single,wild,O1694
107,W8,M900,35,single,wild,O1695
47,W8,M900,55,single,wild,O1696
11,W8,M900,53,single,wild,O1697
69,W8,M703,89,single,wild,O1698
85,W8,M239,66,single,wild,O1699
93,W8,M703,130,single,wild,O1700
7,W8,M596,68,single,wild,O1701
55,W8,M596,77,single,wild,O1702
25,W8,M239,94,single,wild,O1703
27,W8,M315,82,single,wild,O1704
71,W8,M900,79,single,wild,O1705
115,W8,M596,81,single,wild,O1706
51,W8,M315,131,single,wild,O1707
21,W8,M703,99,single,wild,O1708
5,W8,M395,93,single,wild,O1709
65,W8,M395,78,single,wild,O1710
97,W8,M239,81,single,wild,O1711
29,W8,M395,83,single,wild,O1712
37,W8,M239,83,single,wild,O1713
39,W8,M315,89,single,wild,O1714
43,W8,M596,84,single,wild,O1715
67,W8,M596,95,single,wild,O1716
45,W8,M703,99,single,wild,O1717
53,W8,M395,122,single,wild,O1718
119,W8,M900,111,single,wild,O1719
113,W8,M395,87,single,wild,O1720
13,W8,M239,113,single,wild,O1721
117,W8,M703,120,single,wild,O1722
73,W8,M239,113,single,wild,O1723
3,W8,M315,103,single,wild,O1724
87,W8,M315,106,single,wild,O1725
109,W8,M239,121,single,wild,O1726
19,W8,M596,101,single,wild,O1727
103,W8,M596,96,single,wild,O1728
57,W8,M703,109,single,wild,O1729
81,W8,M703,110,single,wild,O1730
105,W8,M703,119,single,wild,O1731
41,W8,M395,100,single,wild,O1732
77,W8,M395,101,single,wild,O1733
1,W8,M239,112,single,wild,O1734
35,W8,M900,126,single,wild,O1735
75,W8,M315,110,single,wild,O1736
63,W8,M315,115,single,wild,O1737
9,W8,M703,117,single,wild,O1738
99,W8,M315,122,single,wild,O1739
28,W8,M315,4,rival,wild,O1740
84,W8,M900,6,rival,wild,O1741
14,W8,M239,8,rival,wild,O1742
100,W8,M315,10,rival,wild,O1743
64,W8,M315,28,rival,wild,O1744
10,W8,M703,30,rival,wild,O1745
88,W8,M315,40,rival,wild,O1746
94,W8,M703,40,rival,wild,O1747
112,W8,M315,43,rival,wild,O1748
38,W8,M239,51,rival,wild,O1749
62,W8,M239,53,rival,wild,O1750
54,W8,M395,65,rival,wild,O1751
70,W8,M703,71,rival,wild,O1752
52,W8,M315,72,rival,wild,O1753
20,W8,M596,73,rival,wild,O1754
24,W8,M900,73,rival,wild,O1755
40,W8,M315,73,rival,wild,O1756
30,W8,M395,76,rival,wild,O1757
96,W8,M900,76,rival,wild,O1758
34,W8,M703,77,rival,wild,O1759
68,W8,M596,78,rival,wild,O1760
76,W8,M315,79,rival,wild,O1761
78,W8,M395,81,rival,wild,O1762
120,W8,M900,81,rival,wild,O1763
58,W8,M703,82,rival,wild,O1764
74,W8,M239,83,rival,wild,O1765
90,W8,M395,84,rival,wild,O1766
114,W8,M395,86,rival,wild,O1767
8,W8,M596,87,rival,wild,O1768
2,W8,M239,88,rival,wild,O1769
18,W8,M395,90,rival,wild,O1770
102,W8,M395,90,rival,wild,O1771
4,W8,M315,91,rival,wild,O1772
106,W8,M703,91,rival,wild,O1773
72,W8,M900,92,rival,wild,O1774
80,W8,M596,92,rival,wild,O1775
12,W8,M900,93,rival,wild,O1776
86,W8,M239,93,rival,wild,O1777
44,W8,M596,94,rival,wild,O1778
110,W8,M239,94,rival,wild,O1779
82,W8,M703,95,rival,wild,O1780
116,W8,M596,96,rival,wild,O1781
92,W8,M596,98,rival,wild,O1782
118,W8,M703,99,rival,wild,O1783
48,W8,M900,101,rival,wild,O1784
6,W8,M395,103,rival,wild,O1785
16,W8,M315,103,rival,wild,O1786
60,W8,M900,103,rival,wild,O1787
46,W8,M703,107,rival,wild,O1788
56,W8,M596,118,rival,wild,O1789
108,W8,M900,120,rival,wild,O1790
50,W8,M239,127,rival,wild,O1791
79,W9,M596,6,single,wild,O1792
27,W9,M315,20,single,wild,O1793
47,W9,M900,36,single,wild,O1794
39,W9,M315,45,single,wild,O1795
113,W9,M395,49,single,wild,O1796
11,W9,M900,55,single,wild,O1797
73,W9,M239,58,single,wild,O1798
59,W9,M900,62,single,wild,O1799
29,W9,M395,64,single,wild,O1800
5,W9,M395,66,single,wild,O1801
37,W9,M239,67,single,wild,O1802
115,W9,M596,76,single,wild,O1803
101,W9,M395,77,single,wild,O1804
3,W9,M315,82,single,wild,O1805
7,W9,M596,82,single,wild,O1806
45,W9,M703,82,single,wild,O1807
25,W9,M239,83,single,wild,O1808
71,W9,M900,83,single,wild,O1809
65,W9,M395,88,single,wild,O1810
103,W9,M596,92,single,wild,O1811
17,W9,M395,96,single,wild,O1812
43,W9,M596,97,single,wild,O1813
35,W9,M900,99,single,wild,O1814
87,W9,M315,99,single,wild,O1815
57,W9,M703,102,single,wild,O1816
69,W9,M703,102,single,wild,O1817
85,W9,M239,103,single,wild,O1818
41,W9,M395,104,single,wild,O1819
51,W9,M315,104,single,wild,O1820
63,W9,M315,104,single,wild,O1821
77,W9,M395,105,single,wild,O1822
13,W9,M239,107,single,wild,O1823
93,W9,M703,107,single,wild,O1824
105,W9,M703,107,single,wild,O1825
67,W9,M596,110,single,wild,O1826
117,W9,M703,110,single,wild,O1827
109,W9,M239,112,single,wild,O1828
97,W9,M239,113,single,wild,O1829
119,W9,M900,113,single,wild,O1830
19,W9,M596,115,single,wild,O1831
75,W9,M315,119,single,wild,O1832
81,W9,M703,122,single,wild,O1833
99,W9,M315,123,single,wild,O1834
1,W9,M239,133,single,wild,O1835
9,W9,M703,139,single,wild,O1836
53,W9,M395,143,single,wild,O1837
90,W9,M395,5,rival,wild,O1838
100,W9,M315,6,rival,wild,O1839
70,W9,M703,11,rival,wild,O1840
84,W9,M900,13,rival,wild,O1841
8,W9,M596,21,rival,wild,O1842
24,W9,M900,23,rival,wild,O1843
10,W9,M703,26,rival,wild,O1844
72,W9,M900,29,rival,wild,O1845
2,W9,M239,30,rival,wild,O1846
96,W9,M900,31,rival,wild,O1847
112,W9,M315,38,rival,wild,O1848
78,W9,M395,46,rival,wild,O1849
58,W9,M703,56,rival,wild,O1850
88,W9,M315,60,rival,wild,O1851
94,W9,M703,68,rival,wild,O1852
6,W9,M395,69,rival,wild,O1853
40,W9,M315,69,rival,wild,O1854
68,W9,M596,72,rival,wild,O1855
116,W9,M596,75,rival,wild,O1856
92,W9,M596,76,rival,wild,O1857
52,W9,M315,77,rival,wild,O1858
28,W9,M315,78,rival,wild,O1859
76,W9,M315,80,rival,wild,O1860
18,W9,M395,81,rival,wild,O1861
82,W9,M703,81,rival,wild,O1862
12,W9,M900,84,rival,wild,O1863
86,W9,M239,85,rival,wild,O1864
60,W9,M900,86,rival,wild,O1865
34,W9,M703,89,rival,wild,O1866
80,W9,M596,91,rival,wild,O1867
4,W9,M315,95,rival,wild,O1868
44,W9,M596,96,rival,wild,O1869
106,W9,M703,97,rival,wild,O1870
120,W9,M900,97,rival,wild,O1871
16,W9,M315,98,rival,wild,O1872
20,W9,M596,99,rival,wild,O1873
30,W9,M395,99,rival,wild,O1874
38,W9,M239,101,rival,wild,O1875
114,W9,M395,101,rival,wild,O1876
48,W9,M900,106,rival,wild,O1877
54,W9,M395,106,rival,wild,O1878
110,W9,M239,107,rival,wild,O1879
74,W9,M239,110,rival,wild,O1880
102,W9,M395,113,rival,wild,O1881
108,W9,M900,113,rival,wild,O1882
62,W9,M239,114,rival,wild,O1883
118,W9,M703,116,rival,wild,O1884
56,W9,M596,124,rival,wild,O1885
50,W9,M239,132,rival,wild,O1886
87,W10,M315,3,single,wild,O1887
79,W10,M596,28,single,wild,O1888
37,W10,M239,32,single,wild,O1889
67,W10,M596,36,single,wild,O1890
5,W10,M395,42,single,wild,O1891
25,W10,M239,42,single,wild,O1892
19,W10,M596,47,single,wild,O1893
73,W10,M239,48,single,wild,O1894
77,W10,M395,50,single,wild,O1895
47,W10,M900,51,single,wild,O1896
29,W10,M395,59,single,wild,O1897
59,W10,M900,59,single,wild,O1898
65,W10,M395,59,single,wild,O1899
51,W10,M315,60,single,wild,O1900
41,W10,M395,64,single,wild,O1901
115,W10,M596,64,single,wild,O1902
21,W10,M703,65,single,wild,O1903
1,W10,M239,66,single,wild,O1904
3,W10,M315,66,single,wild,O1905
17,W10,M395,67,single,wild,O1906
85,W10,M239,71,single,wild,O1907
101,W10,M395,73,single,wild,O1908
53,W10,M395,74,single,wild,O1909
113,W10,M395,74,single,wild,O1910
119,W10,M900,76,single,wild,O1911
11,W10,M900,78,single,wild,O1912
61,W10,M239,78,single,wild,O1913
27,W10,M315,79,single,wild,O1914
13,W10,M239,81,single,wild,O1915
71,W10,M900,81,single,wild,O1916
97,W10,M239,81,single,wild,O1917
109,W10,M239,82,single,wild,O1918
99,W10,M315,90,single,wild,O1919
45,W10,M703,93,single,wild,O1920
7,W10,M596,94,single,wild,O1921
69,W10,M703,96,single,wild,O1922
75,W10,M315,97,single,wild,O1923
81,W10,M703,97,single,wild,O1924
117,W10,M703,97,single,wild,O1925
103,W10,M596,101,single,wild,O1926
39,W10,M315,109,single,wild,O1927
35,W10,M900,123,single,wild,O1928
105,W10,M703,124,single,wild,O1929
57,W10,M703,126,single,wild,O1930
93,W10,M703,126,single,wild,O1931
43,W10,M596,132,single,wild,O1932
9,W10,M703,157,single,wild,O1933
2,W10,M239,72,rival,wild,O1934
4,W10,M315,70,rival,wild,O1935
8,W10,M596,131,rival,wild,O1936
10,W10,M703,1,rival,wild,O1937
12,W10,M900,96,rival,wild,O1938
16,W10,M315,80,rival,wild,O1939
18,W10,M395,16,rival,wild,O1940
20,W10,M596,84,rival,wild,O1941
24,W10,M900,44,rival,wild,O1942
28,W10,M315,63,rival,wild,O1943
30,W10,M395,83,rival,wild,O1944
34,W10,M703,50,rival,wild,O1945
38,W10,M239,62,rival,wild,O1946
40,W10,M315,62,rival,wild,O1947
44,W10,M596,99,rival,wild,O1948
48,W10,M900,121,rival,wild,O1949
50,W10,M239,106,rival,wild,O1950
52,W10,M315,2,rival,wild,O1951
54,W10,M395,53,rival,wild,O1952
56,W10,M596,88,rival,wild,O1953
58,W10,M703,34,rival,wild,O1954
60,W10,M900,84,rival,wild,O1955
62,W10,M239,63,rival,wild,O1956
68,W10,M596,70,rival,wild,O1957
70,W10,M703,60,rival,wild,O1958
72,W10,M900,90,rival,wild,O1959
74,W10,M239,69,rival,wild,O1960
76,W10,M315,4,rival,wild,O1961
78,W10,M395,66,rival,wild,O1962
80,W10,M596,85,rival,wild,O1963
82,W10,M703,109,rival,wild,O1964
88,W10,M315,0,rival,wild,O1965
89,W10,M395,32,single,wild,O1966
90,W10,M395,50,rival,wild,O1967
92,W10,M596,111,rival,wild,O1968
94,W10,M703,130,rival,wild,O1969
96,W10,M900,13,rival,wild,O1970
100,W10,M315,0,rival,wild,O1971
102,W10,M395,83,rival,wild,O1972
106,W10,M703,40,rival,wild,O1973
108,W10,M900,110,rival,wild,O1974
110,W10,M239,84,rival,wild,O1975
114,W10,M395,64,rival,wild,O1976
116,W10,M596,89,rival,wild,O1977
118,W10,M703,106,rival,wild,O1978
120,W10,M900,115,rival,wild,O1979
