female,day,line,offspring,treatment,pop
99,W1,M315,55,single,wild
59,W1,M900,56,single,wild
61,W1,M239,56,single,wild
17,W1,M395,57,single,wild
19,W1,M596,58,single,wild
39,W1,M315,58,single,wild
31,W1,M596,60,single,wild
43,W1,M596,60,single,wild
93,W1,M703,60,single,wild
49,W1,M239,61,single,wild
1,W1,M239,62,single,wild
119,W1,M900,62,single,wild
15,W1,M315,63,single,wild
87,W1,M315,63,single,wild
65,W1,M395,64,single,wild
63,W1,M315,66,single,wild
83,W1,M900,66,single,wild
85,W1,M239,66,single,wild
107,W1,M900,69,single,wild
53,W1,M395,70,single,wild
7,W1,M596,73,single,wild
9,W1,M703,76,single,wild
95,W1,M900,76,single,wild
91,W1,M596,77,single,wild
79,W1,M596,81,single,wild
47,W1,M900,82,single,wild
23,W1,M900,88,single,wild
35,W1,M900,88,single,wild
67,W1,M596,95,single,wild
104,W1,M596,15,rival,wild
114,W1,M395,19,rival,wild
40,W1,M315,27,rival,wild
68,W1,M596,27,rival,wild
46,W1,M703,31,rival,wild
100,W1,M315,31,rival,wild
112,W1,M315,33,rival,wild
76,W1,M315,39,rival,wild
80,W1,M596,41,rival,wild
20,W1,M596,45,rival,wild
50,W1,M239,45,rival,wild
32,W1,M596,46,rival,wild
72,W1,M900,46,rival,wild
88,W1,M315,46,rival,wild
92,W1,M596,46,rival,wild
26,W1,M239,50,rival,wild
44,W1,M596,50,rival,wild
58,W1,M703,50,rival,wild
52,W1,M315,54,rival,wild
102,W1,M395,54,rival,wild
118,W1,M703,55,rival,wild
34,W1,M703,57,rival,wild
70,W1,M703,58,rival,wild
116,W1,M596,58,rival,wild
12,W1,M900,59,rival,wild
106,W1,M703,59,rival,wild
28,W1,M315,60,rival,wild
6,W1,M395,61,rival,wild
8,W1,M596,61,rival,wild
10,W1,M703,62,rival,wild
18,W1,M395,62,rival,wild
2,W1,M239,63,rival,wild
14,W1,M239,63,rival,wild
74,W1,M239,63,rival,wild
98,W1,M239,63,rival,wild
30,W1,M395,64,rival,wild
36,W1,M900,64,rival,wild
64,W1,M315,64,rival,wild
82,W1,M703,64,rival,wild
120,W1,M900,64,rival,wild
66,W1,M395,66,rival,wild
78,W1,M395,66,rival,wild
48,W1,M900,67,rival,wild
54,W1,M395,67,rival,wild
16,W1,M315,69,rival,wild
42,W1,M395,70,rival,wild
24,W1,M900,71,rival,wild
90,W1,M395,73,rival,wild
94,W1,M703,74,rival,wild
60,W1,M900,76,rival,wild
96,W1,M900,78,rival,wild
110,W1,M239,78,rival,wild
22,W1,M703,79,rival,wild
56,W1,M596,80,rival,wild
62,W1,M239,80,rival,wild
84,W1,M900,80,rival,wild
86,W1,M239,80,rival,wild
108,W1,M900,94,rival,wild
4,W1,M315,95,rival,wild
38,W1,M239,106,rival,wild
61,W2,M239,14,single,wild
73,W2,M239,17,single,wild
45,W2,M703,18,single,wild
103,W2,M596,22,single,wild
39,W2,M315,24,single,wild
89,W2,M395,25,single,wild
49,W2,M239,27,single,wild
115,W2,M596,27,single,wild
33,W2,M703,29,single,wild
75,W2,M315,30,single,wild
21,W2,M703,32,single,wild
27,W2,M315,32,single,wild
81,W2,M703,32,single,wild
15,W2,M315,34,single,wild
19,W2,M596,34,single,wild
117,W2,M703,34,single,wild
43,W2,M596,35,single,wild
105,W2,M703,35,single,wild
13,W2,M239,37,single,wild
111,W2,M315,40,single,wild
99,W2,M315,41,single,wild
1,W2,M239,42,single,wild
29,W2,M395,44,single,wild
69,W2,M703,44,single,wild
9,W2,M703,46,single,wild
51,W2,M315,46,single,wild
65,W2,M395,46,single,wild
25,W2,M239,47,single,wild
5,W2,M395,48,single,wild
31,W2,M596,48,single,wild
59,W2,M900,49,single,wild
71,W2,M900,52,single,wild
87,W2,M315,52,single,wild
93,W2,M703,52,single,wild
37,W2,M239,53,single,wild
47,W2,M900,53,single,wild
57,W2,M703,53,single,wild
7,W2,M596,55,single,wild
85,W2,M239,55,single,wild
91,W2,M596,57,single,wild
55,W2,M596,60,single,wild
95,W2,M900,62,single,wild
63,W2,M315,64,single,wild
79,W2,M596,64,single,wild
97,W2,M239,64,single,wild
101,W2,M395,64,single,wild
67,W2,M596,65,single,wild
3,W2,M315,67,single,wild
11,W2,M900,68,single,wild
107,W2,M900,68,single,wild
17,W2,M395,69,single,wild
77,W2,M395,69,single,wild
83,W2,M900,71,single,wild
23,W2,M900,72,single,wild
41,W2,M395,72,single,wild
113,W2,M395,73,single,wild
53,W2,M395,75,single,wild
109,W2,M239,79,single,wild
35,W2,M900,91,single,wild
119,W2,M900,101,single,wild
104,W2,M596,14,rival,wild
20,W2,M596,30,rival,wild
42,W2,M395,33,rival,wild
118,W2,M703,34,rival,wild
46,W2,M703,36,rival,wild
74,W2,M239,36,rival,wild
40,W2,M315,37,rival,wild
18,W2,M395,39,rival,wild
82,W2,M703,40,rival,wild
86,W2,M239,40,rival,wild
68,W2,M596,42,rival,wild
88,W2,M315,42,rival,wild
70,W2,M703,43,rival,wild
16,W2,M315,44,rival,wild
62,W2,M239,44,rival,wild
110,W2,M239,44,rival,wild
50,W2,M239,45,rival,wild
52,W2,M315,45,rival,wild
76,W2,M315,45,rival,wild
80,W2,M596,47,rival,wild
22,W2,M703,48,rival,wild
98,W2,M239,48,rival,wild
72,W2,M900,49,rival,wild
94,W2,M703,49,rival,wild
66,W2,M395,51,rival,wild
112,W2,M315,51,rival,wild
34,W2,M703,52,rival,wild
10,W2,M703,54,rival,wild
102,W2,M395,54,rival,wild
32,W2,M596,56,rival,wild
48,W2,M900,56,rival,wild
114,W2,M395,56,rival,wild
2,W2,M239,57,rival,wild
8,W2,M596,57,rival,wild
26,W2,M239,57,rival,wild
30,W2,M395,57,rival,wild
64,W2,M315,57,rival,wild
12,W2,M900,58,rival,wild
58,W2,M703,58,rival,wild
24,W2,M900,60,rival,wild
36,W2,M900,61,rival,wild
100,W2,M315,62,rival,wild
44,W2,M596,63,rival,wild
92,W2,M596,63,rival,wild
6,W2,M395,64,rival,wild
96,W2,M900,64,rival,wild
14,W2,M239,65,rival,wild
78,W2,M395,66,rival,wild
120,W2,M900,66,rival,wild
116,W2,M596,68,rival,wild
4,W2,M315,69,rival,wild
38,W2,M239,69,rival,wild
90,W2,M395,72,rival,wild
108,W2,M900,74,rival,wild
28,W2,M315,75,rival,wild
56,W2,M596,77,rival,wild
84,W2,M900,78,rival,wild
106,W2,M703,82,rival,wild
54,W2,M395,85,rival,wild
60,W2,M900,86,rival,wild
49,W3,M239,31,single,wild
33,W3,M703,51,single,wild
89,W3,M395,63,single,wild
73,W3,M239,66,single,wild
61,W3,M239,68,single,wild
39,W3,M315,71,single,wild
95,W3,M900,77,single,wild
115,W3,M596,77,single,wild
31,W3,M596,85,single,wild
67,W3,M596,85,single,wild
27,W3,M315,87,single,wild
103,W3,M596,87,single,wild
9,W3,M703,88,single,wild
11,W3,M900,91,single,wild
65,W3,M395,91,single,wild
47,W3,M900,92,single,wild
45,W3,M703,94,single,wild
63,W3,M315,94,single,wild
101,W3,M395,94,single,wild
37,W3,M239,95,single,wild
97,W3,M239,95,single,wild
91,W3,M596,97,single,wild
3,W3,M315,98,single,wild
21,W3,M703,98,single,wild
29,W3,M395,98,single,wild
71,W3,M900,98,single,wild
83,W3,M900,99,single,wild
25,W3,M239,100,single,wild
59,W3,M900,100,single,wild
75,W3,M315,101,single,wild
19,W3,M596,102,single,wild
43,W3,M596,102,single,wild
57,W3,M703,103,single,wild
109,W3,M239,105,single,wild
15,W3,M315,106,single,wild
117,W3,M703,106,single,wild
77,W3,M395,107,single,wild
99,W3,M315,107,single,wild
41,W3,M395,108,single,wild
105,W3,M703,108,single,wild
55,W3,M596,110,single,wild
87,W3,M315,110,single,wild
7,W3,M596,111,single,wild
69,W3,M703,111,single,wild
113,W3,M395,112,single,wild
5,W3,M395,113,single,wild
51,W3,M315,115,single,wild
81,W3,M703,115,single,wild
13,W3,M239,116,single,wild
79,W3,M596,116,single,wild
53,W3,M395,118,single,wild
107,W3,M900,120,single,wild
1,W3,M239,123,single,wild
23,W3,M900,124,single,wild
119,W3,M900,125,single,wild
17,W3,M395,126,single,wild
93,W3,M703,128,single,wild
35,W3,M900,133,single,wild
85,W3,M239,142,single,wild
100,W3,M315,64,rival,wild
90,W3,M395,67,rival,wild
106,W3,M703,67,rival,wild
76,W3,M315,76,rival,wild
18,W3,M395,85,rival,wild
64,W3,M315,86,rival,wild
68,W3,M596,86,rival,wild
114,W3,M395,86,rival,wild
20,W3,M596,87,rival,wild
44,W3,M596,88,rival,wild
30,W3,M395,89,rival,wild
28,W3,M315,90,rival,wild
82,W3,M703,91,rival,wild
72,W3,M900,92,rival,wild
108,W3,M900,92,rival,wild
84,W3,M900,93,rival,wild
102,W3,M395,93,rival,wild
4,W3,M315,94,rival,wild
94,W3,M703,97,rival,wild
42,W3,M395,98,rival,wild
36,W3,M900,99,rival,wild
52,W3,M315,99,rival,wild
98,W3,M239,99,rival,wild
12,W3,M900,100,rival,wild
26,W3,M239,100,rival,wild
86,W3,M239,100,rival,wild
22,W3,M703,102,rival,wild
40,W3,M315,102,rival,wild
88,W3,M315,102,rival,wild
16,W3,M315,103,rival,wild
80,W3,M596,103,rival,wild
112,W3,M315,103,rival,wild
34,W3,M703,104,rival,wild
92,W3,M596,104,rival,wild
60,W3,M900,106,rival,wild
120,W3,M900,106,rival,wild
48,W3,M900,107,rival,wild
118,W3,M703,108,rival,wild
2,W3,M239,110,rival,wild
38,W3,M239,111,rival,wild
46,W3,M703,111,rival,wild
54,W3,M395,111,rival,wild
10,W3,M703,112,rival,wild
56,W3,M596,112,rival,wild
32,W3,M596,115,rival,wild
6,W3,M395,118,rival,wild
58,W3,M703,119,rival,wild
62,W3,M239,119,rival,wild
70,W3,M703,120,rival,wild
74,W3,M239,120,rival,wild
96,W3,M900,121,rival,wild
8,W3,M596,123,rival,wild
14,W3,M239,123,rival,wild
50,W3,M239,123,rival,wild
116,W3,M596,125,rival,wild
78,W3,M395,130,rival,wild
110,W3,M239,133,rival,wild
24,W3,M900,136,rival,wild
49,W4,M239,26,single,wild
33,W4,M703,35,single,wild
91,W4,M596,37,single,wild
95,W4,M900,66,single,wild
97,W4,M239,93,single,wild
7,W4,M596,98,single,wild
39,W4,M315,101,single,wild
65,W4,M395,101,single,wild
89,W4,M395,104,single,wild
27,W4,M315,109,single,wild
101,W4,M395,109,single,wild
73,W4,M239,110,single,wild
5,W4,M395,112,single,wild
99,W4,M315,112,single,wild
51,W4,M315,114,single,wild
61,W4,M239,115,single,wild
57,W4,M703,117,single,wild
117,W4,M703,117,single,wild
83,W4,M900,119,single,wild
103,W4,M596,119,single,wild
109,W4,M239,120,single,wild
17,W4,M395,121,single,wild
41,W4,M395,121,single,wild
43,W4,M596,121,single,wild
45,W4,M703,121,single,wild
3,W4,M315,123,single,wild
29,W4,M395,124,single,wild
77,W4,M395,124,single,wild
69,W4,M703,125,single,wild
113,W4,M395,125,single,wild
11,W4,M900,126,single,wild
13,W4,M239,126,single,wild
15,W4,M315,126,single,wild
105,W4,M703,126,single,wild
25,W4,M239,127,single,wild
81,W4,M703,127,single,wild
21,W4,M703,129,single,wild
55,W4,M596,129,single,wild
115,W4,M596,129,single,wild
107,W4,M900,130,single,wild
71,W4,M900,131,single,wild
79,W4,M596,132,single,wild
37,W4,M239,133,single,wild
53,W4,M395,135,single,wild
9,W4,M703,137,single,wild
47,W4,M900,137,single,wild
67,W4,M596,139,single,wild
59,W4,M900,142,single,wild
31,W4,M596,146,single,wild
19,W4,M596,148,single,wild
119,W4,M900,152,single,wild
35,W4,M900,153,single,wild
85,W4,M239,153,single,wild
1,W4,M239,154,single,wild
87,W4,M315,154,single,wild
75,W4,M315,155,single,wild
23,W4,M900,164,single,wild
93,W4,M703,166,single,wild
63,W4,M315,167,single,wild
88,W4,M315,21,rival,wild
100,W4,M315,66,rival,wild
8,W4,M596,90,rival,wild
96,W4,M900,102,rival,wild
26,W4,M239,103,rival,wild
68,W4,M596,103,rival,wild
46,W4,M703,113,rival,wild
52,W4,M315,113,rival,wild
76,W4,M315,117,rival,wild
42,W4,M395,118,rival,wild
80,W4,M596,119,rival,wild
72,W4,M900,120,rival,wild
106,W4,M703,120,rival,wild
18,W4,M395,122,rival,wild
112,W4,M315,123,rival,wild
28,W4,M315,126,rival,wild
74,W4,M239,126,rival,wild
102,W4,M395,126,rival,wild
84,W4,M900,128,rival,wild
10,W4,M703,130,rival,wild
118,W4,M703,130,rival,wild
70,W4,M703,131,rival,wild
12,W4,M900,132,rival,wild
20,W4,M596,132,rival,wild
86,W4,M239,132,rival,wild
94,W4,M703,132,rival,wild
114,W4,M395,132,rival,wild
98,W4,M239,134,rival,wild
16,W4,M315,136,rival,wild
56,W4,M596,136,rival,wild
116,W4,M596,136,rival,wild
22,W4,M703,137,rival,wild
90,W4,M395,137,rival,wild
40,W4,M315,138,rival,wild
2,W4,M239,139,rival,wild
54,W4,M395,139,rival,wild
62,W4,M239,139,rival,wild
14,W4,M239,140,rival,wild
78,W4,M395,140,rival,wild
32,W4,M596,141,rival,wild
48,W4,M900,141,rival,wild
64,W4,M315,141,rival,wild
4,W4,M315,142,rival,wild
24,W4,M900,142,rival,wild
92,W4,M596,143,rival,wild
82,W4,M703,144,rival,wild
6,W4,M395,145,rival,wild
50,W4,M239,145,rival,wild
108,W4,M900,145,rival,wild
110,W4,M239,145,rival,wild
30,W4,M395,151,rival,wild
58,W4,M703,151,rival,wild
34,W4,M703,152,rival,wild
44,W4,M596,154,rival,wild
36,W4,M900,156,rival,wild
60,W4,M900,161,rival,wild
38,W4,M239,165,rival,wild
120,W4,M900,166,rival,wild
49,W5,M239,14,single,wild
21,W5,M703,16,single,wild
15,W5,M315,29,single,wild
33,W5,M703,29,single,wild
119,W5,M900,49,single,wild
23,W5,M900,64,single,wild
87,W5,M315,76,single,wild
101,W5,M395,76,single,wild
27,W5,M315,78,single,wild
113,W5,M395,83,single,wild
73,W5,M239,84,single,wild
7,W5,M596,89,single,wild
65,W5,M395,94,single,wild
81,W5,M703,95,single,wild
105,W5,M703,96,single,wild
25,W5,M239,97,single,wild
89,W5,M395,98,single,wild
79,W5,M596,99,single,wild
11,W5,M900,101,single,wild
45,W5,M703,102,single,wild
41,W5,M395,104,single,wild
5,W5,M395,106,single,wild
51,W5,M315,106,single,wild
37,W5,M239,108,single,wild
57,W5,M703,109,single,wild
95,W5,M900,109,single,wild
61,W5,M239,110,single,wild
3,W5,M315,112,single,wild
55,W5,M596,112,single,wild
115,W5,M596,114,single,wild
71,W5,M900,120,single,wild
17,W5,M395,125,single,wild
39,W5,M315,126,single,wild
83,W5,M900,126,single,wild
43,W5,M596,127,single,wild
31,W5,M596,133,single,wild
69,W5,M703,133,single,wild
103,W5,M596,134,single,wild
77,W5,M395,136,single,wild
85,W5,M239,136,single,wild
47,W5,M900,137,single,wild
19,W5,M596,138,single,wild
117,W5,M703,139,single,wild
63,W5,M315,140,single,wild
97,W5,M239,142,single,wild
109,W5,M239,143,single,wild
13,W5,M239,144,single,wild
29,W5,M395,146,single,wild
59,W5,M900,147,single,wild
93,W5,M703,154,single,wild
67,W5,M596,158,single,wild
99,W5,M315,158,single,wild
107,W5,M900,162,single,wild
1,W5,M239,163,single,wild
75,W5,M315,163,single,wild
9,W5,M703,164,single,wild
35,W5,M900,167,single,wild
53,W5,M395,169,single,wild
100,W5,M315,28,rival,wild
26,W5,M239,55,rival,wild
28,W5,M315,55,rival,wild
6,W5,M395,59,rival,wild
14,W5,M239,59,rival,wild
112,W5,M315,61,rival,wild
20,W5,M596,66,rival,wild
34,W5,M703,67,rival,wild
106,W5,M703,69,rival,wild
58,W5,M703,78,rival,wild
90,W5,M395,81,rival,wild
4,W5,M315,89,rival,wild
114,W5,M395,89,rival,wild
30,W5,M395,91,rival,wild
88,W5,M315,103,rival,wild
120,W5,M900,103,rival,wild
22,W5,M703,104,rival,wild
84,W5,M900,104,rival,wild
52,W5,M315,106,rival,wild
8,W5,M596,108,rival,wild
40,W5,M315,108,rival,wild
92,W5,M596,109,rival,wild
46,W5,M703,113,rival,wild
80,W5,M596,115,rival,wild
74,W5,M239,116,rival,wild
76,W5,M315,117,rival,wild
18,W5,M395,118,rival,wild
16,W5,M315,120,rival,wild
10,W5,M703,121,rival,wild
64,W5,M315,122,rival,wild
24,W5,M900,124,rival,wild
12,W5,M900,126,rival,wild
68,W5,M596,126,rival,wild
60,W5,M900,127,rival,wild
82,W5,M703,127,rival,wild
86,W5,M239,128,rival,wild
54,W5,M395,129,rival,wild
102,W5,M395,129,rival,wild
72,W5,M900,132,rival,wild
44,W5,M596,135,rival,wild
62,W5,M239,136,rival,wild
118,W5,M703,136,rival,wild
94,W5,M703,137,rival,wild
2,W5,M239,138,rival,wild
70,W5,M703,139,rival,wild
42,W5,M395,140,rival,wild
32,W5,M596,141,rival,wild
96,W5,M900,141,rival,wild
78,W5,M395,142,rival,wild
38,W5,M239,143,rival,wild
108,W5,M900,144,rival,wild
98,W5,M239,145,rival,wild
56,W5,M596,149,rival,wild
110,W5,M239,152,rival,wild
116,W5,M596,153,rival,wild
48,W5,M900,154,rival,wild
50,W5,M239,166,rival,wild
36,W5,M900,172,rival,wild
49,W6,M239,0,single,wild
83,W6,M900,2,single,wild
23,W6,M900,12,single,wild
89,W6,M395,29,single,wild
33,W6,M703,34,single,wild
73,W6,M239,36,single,wild
67,W6,M596,45,single,wild
95,W6,M900,45,single,wild
61,W6,M239,48,single,wild
79,W6,M596,52,single,wild
93,W6,M703,63,single,wild
105,W6,M703,63,single,wild
41,W6,M395,67,single,wild
57,W6,M703,73,single,wild
29,W6,M395,81,single,wild
45,W6,M703,82,single,wild
5,W6,M395,83,single,wild
87,W6,M315,84,single,wild
117,W6,M703,88,single,wild
25,W6,M239,89,single,wild
115,W6,M596,90,single,wild
65,W6,M395,92,single,wild
11,W6,M900,98,single,wild
9,W6,M703,99,single,wild
63,W6,M315,100,single,wild
47,W6,M900,102,single,wild
53,W6,M395,105,single,wild
21,W6,M703,107,single,wild
27,W6,M315,109,single,wild
71,W6,M900,109,single,wild
101,W6,M395,109,single,wild
7,W6,M596,112,single,wild
51,W6,M315,112,single,wild
69,W6,M703,112,single,wild
43,W6,M596,114,single,wild
17,W6,M395,115,single,wild
59,W6,M900,116,single,wild
37,W6,M239,117,single,wild
31,W6,M596,119,single,wild
113,W6,M395,119,single,wild
55,W6,M596,120,single,wild
103,W6,M596,121,single,wild
81,W6,M703,122,single,wild
119,W6,M900,122,single,wild
77,W6,M395,125,single,wild
3,W6,M315,129,single,wild
13,W6,M239,132,single,wild
99,W6,M315,134,single,wild
109,W6,M239,134,single,wild
97,W6,M239,136,single,wild
85,W6,M239,142,single,wild
35,W6,M900,144,single,wild
39,W6,M315,145,single,wild
19,W6,M596,148,single,wild
1,W6,M239,149,single,wild
75,W6,M315,149,single,wild
15,W6,M315,155,single,wild
107,W6,M900,162,single,wild
90,W6,M395,4,rival,wild
26,W6,M239,12,rival,wild
108,W6,M900,36,rival,wild
56,W6,M596,57,rival,wild
62,W6,M239,70,rival,wild
10,W6,M703,71,rival,wild
106,W6,M703,77,rival,wild
74,W6,M239,78,rival,wild
100,W6,M315,78,rival,wild
34,W6,M703,84,rival,wild
76,W6,M315,87,rival,wild
68,W6,M596,88,rival,wild
18,W6,M395,92,rival,wild
86,W6,M239,92,rival,wild
72,W6,M900,96,rival,wild
116,W6,M596,97,rival,wild
96,W6,M900,98,rival,wild
112,W6,M315,98,rival,wild
46,W6,M703,103,rival,wild
114,W6,M395,103,rival,wild
20,W6,M596,104,rival,wild
8,W6,M596,106,rival,wild
92,W6,M596,107,rival,wild
24,W6,M900,108,rival,wild
118,W6,M703,109,rival,wild
64,W6,M315,110,rival,wild
6,W6,M395,112,rival,wild
4,W6,M315,113,rival,wild
52,W6,M315,113,rival,wild
28,W6,M315,114,rival,wild
80,W6,M596,114,rival,wild
84,W6,M900,118,rival,wild
44,W6,M596,121,rival,wild
88,W6,M315,121,rival,wild
2,W6,M239,122,rival,wild
58,W6,M703,123,rival,wild
102,W6,M395,123,rival,wild
16,W6,M315,124,rival,wild
120,W6,M900,126,rival,wild
98,W6,M239,128,rival,wild
40,W6,M315,129,rival,wild
60,W6,M900,129,rival,wild
22,W6,M703,130,rival,wild
94,W6,M703,130,rival,wild
70,W6,M703,131,rival,wild
32,W6,M596,132,rival,wild
42,W6,M395,132,rival,wild
54,W6,M395,132,rival,wild
12,W6,M900,133,rival,wild
82,W6,M703,138,rival,wild
38,W6,M239,145,rival,wild
30,W6,M395,146,rival,wild
110,W6,M239,148,rival,wild
48,W6,M900,149,rival,wild
78,W6,M395,156,rival,wild
50,W6,M239,162,rival,wild
14,W6,M239,163,rival,wild
36,W6,M900,171,rival,wild
23,W7,M900,0,single,wild
31,W7,M596,2,single,wild
57,W7,M703,8,single,wild
33,W7,M703,23,single,wild
51,W7,M315,24,single,wild
61,W7,M239,25,single,wild
9,W7,M703,26,single,wild
79,W7,M596,27,single,wild
103,W7,M596,35,single,wild
3,W7,M315,50,single,wild
101,W7,M395,50,single,wild
37,W7,M239,55,single,wild
5,W7,M395,71,single,wild
47,W7,M900,72,single,wild
45,W7,M703,77,single,wild
11,W7,M900,81,single,wild
75,W7,M315,81,single,wild
89,W7,M395,84,single,wild
43,W7,M596,89,single,wild
55,W7,M596,92,single,wild
25,W7,M239,93,single,wild
41,W7,M395,94,single,wild
117,W7,M703,95,single,wild
59,W7,M900,97,single,wild
115,W7,M596,97,single,wild
29,W7,M395,102,single,wild
95,W7,M900,102,single,wild
73,W7,M239,103,single,wild
27,W7,M315,104,single,wild
65,W7,M395,104,single,wild
7,W7,M596,106,single,wild
71,W7,M900,113,single,wild
77,W7,M395,116,single,wild
39,W7,M315,117,single,wild
69,W7,M703,117,single,wild
17,W7,M395,119,single,wild
21,W7,M703,120,single,wild
97,W7,M239,123,single,wild
113,W7,M395,124,single,wild
13,W7,M239,128,single,wild
87,W7,M315,129,single,wild
19,W7,M596,130,single,wild
119,W7,M900,130,single,wild
99,W7,M315,131,single,wild
85,W7,M239,133,single,wild
107,W7,M900,136,single,wild
81,W7,M703,138,single,wild
105,W7,M703,138,single,wild
53,W7,M395,144,single,wild
67,W7,M596,147,single,wild
93,W7,M703,147,single,wild
109,W7,M239,151,single,wild
15,W7,M315,157,single,wild
1,W7,M239,158,single,wild
63,W7,M315,165,single,wild
35,W7,M900,166,single,wild
32,W7,M596,2,rival,wild
26,W7,M239,3,rival,wild
118,W7,M703,6,rival,wild
84,W7,M900,23,rival,wild
100,W7,M315,37,rival,wild
10,W7,M703,44,rival,wild
24,W7,M900,56,rival,wild
42,W7,M395,73,rival,wild
110,W7,M239,75,rival,wild
112,W7,M315,75,rival,wild
56,W7,M596,76,rival,wild
94,W7,M703,80,rival,wild
18,W7,M395,84,rival,wild
76,W7,M315,84,rival,wild
64,W7,M315,86,rival,wild
34,W7,M703,89,rival,wild
70,W7,M703,90,rival,wild
12,W7,M900,96,rival,wild
92,W7,M596,98,rival,wild
8,W7,M596,99,rival,wild
120,W7,M900,99,rival,wild
114,W7,M395,100,rival,wild
28,W7,M315,101,rival,wild
68,W7,M596,103,rival,wild
88,W7,M315,105,rival,wild
58,W7,M703,107,rival,wild
54,W7,M395,111,rival,wild
80,W7,M596,111,rival,wild
46,W7,M703,112,rival,wild
106,W7,M703,112,rival,wild
20,W7,M596,115,rival,wild
50,W7,M239,116,rival,wild
82,W7,M703,117,rival,wild
52,W7,M315,118,rival,wild
60,W7,M900,118,rival,wild
44,W7,M596,122,rival,wild
4,W7,M315,124,rival,wild
48,W7,M900,125,rival,wild
102,W7,M395,125,rival,wild
108,W7,M900,127,rival,wild
40,W7,M315,128,rival,wild
72,W7,M900,131,rival,wild
86,W7,M239,132,rival,wild
16,W7,M315,133,rival,wild
96,W7,M900,135,rival,wild
2,W7,M239,137,rival,wild
36,W7,M900,137,rival,wild
14,W7,M239,138,rival,wild
62,W7,M239,138,rival,wild
116,W7,M596,138,rival,wild
90,W7,M395,139,rival,wild
38,W7,M239,145,rival,wild
6,W7,M395,149,rival,wild
74,W7,M239,153,rival,wild
78,W7,M395,155,rival,wild
30,W7,M395,161,rival,wild
89,W8,M395,59,single,wild
33,W8,M703,55,single,wild
79,W8,M596,29,single,wild
101,W8,M395,21,single,wild
59,W8,M900,24,single,wild
17,W8,M395,34,single,wild
107,W8,M900,35,single,wild
47,W8,M900,55,single,wild
11,W8,M900,53,single,wild
69,W8,M703,89,single,wild
85,W8,M239,66,single,wild
93,W8,M703,130,single,wild
7,W8,M596,68,single,wild
55,W8,M596,77,single,wild
25,W8,M239,94,single,wild
27,W8,M315,82,single,wild
71,W8,M900,79,single,wild
115,W8,M596,81,single,wild
51,W8,M315,131,single,wild
21,W8,M703,99,single,wild
5,W8,M395,93,single,wild
65,W8,M395,78,single,wild
97,W8,M239,81,single,wild
29,W8,M395,83,single,wild
37,W8,M239,83,single,wild
39,W8,M315,89,single,wild
43,W8,M596,84,single,wild
67,W8,M596,95,single,wild
45,W8,M703,99,single,wild
53,W8,M395,122,single,wild
119,W8,M900,111,single,wild
113,W8,M395,87,single,wild
13,W8,M239,113,single,wild
117,W8,M703,120,single,wild
73,W8,M239,113,single,wild
3,W8,M315,103,single,wild
87,W8,M315,106,single,wild
109,W8,M239,121,single,wild
19,W8,M596,101,single,wild
103,W8,M596,96,single,wild
57,W8,M703,109,single,wild
81,W8,M703,110,single,wild
105,W8,M703,119,single,wild
41,W8,M395,100,single,wild
77,W8,M395,101,single,wild
1,W8,M239,112,single,wild
35,W8,M900,126,single,wild
75,W8,M315,110,single,wild
63,W8,M315,115,single,wild
9,W8,M703,117,single,wild
99,W8,M315,122,single,wild
28,W8,M315,4,rival,wild
84,W8,M900,6,rival,wild
14,W8,M239,8,rival,wild
100,W8,M315,10,rival,wild
64,W8,M315,28,rival,wild
10,W8,M703,30,rival,wild
88,W8,M315,40,rival,wild
94,W8,M703,40,rival,wild
112,W8,M315,43,rival,wild
38,W8,M239,51,rival,wild
62,W8,M239,53,rival,wild
54,W8,M395,65,rival,wild
70,W8,M703,71,rival,wild
52,W8,M315,72,rival,wild
20,W8,M596,73,rival,wild
24,W8,M900,73,rival,wild
40,W8,M315,73,rival,wild
30,W8,M395,76,rival,wild
96,W8,M900,76,rival,wild
34,W8,M703,77,rival,wild
68,W8,M596,78,rival,wild
76,W8,M315,79,rival,wild
78,W8,M395,81,rival,wild
120,W8,M900,81,rival,wild
58,W8,M703,82,rival,wild
74,W8,M239,83,rival,wild
90,W8,M395,84,rival,wild
114,W8,M395,86,rival,wild
8,W8,M596,87,rival,wild
2,W8,M239,88,rival,wild
18,W8,M395,90,rival,wild
102,W8,M395,90,rival,wild
4,W8,M315,91,rival,wild
106,W8,M703,91,rival,wild
72,W8,M900,92,rival,wild
80,W8,M596,92,rival,wild
12,W8,M900,93,rival,wild
86,W8,M239,93,rival,wild
44,W8,M596,94,rival,wild
110,W8,M239,94,rival,wild
82,W8,M703,95,rival,wild
116,W8,M596,96,rival,wild
92,W8,M596,98,rival,wild
118,W8,M703,99,rival,wild
48,W8,M900,101,rival,wild
6,W8,M395,103,rival,wild
16,W8,M315,103,rival,wild
60,W8,M900,103,rival,wild
46,W8,M703,107,rival,wild
56,W8,M596,118,rival,wild
108,W8,M900,120,rival,wild
50,W8,M239,127,rival,wild
79,W9,M596,6,single,wild
27,W9,M315,20,single,wild
47,W9,M900,36,single,wild
39,W9,M315,45,single,wild
113,W9,M395,49,single,wild
11,W9,M900,55,single,wild
73,W9,M239,58,single,wild
59,W9,M900,62,single,wild
29,W9,M395,64,single,wild
5,W9,M395,66,single,wild
37,W9,M239,67,single,wild
